Year,Region,Region Code,Industry,Industry Code,Measure,Gas type,Value,Value Unit,Value Label,Null Reason
2008,Auckland,Auckland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,67.74,number,Kilotonnes of CO2 equivalent,
2009,Auckland,Auckland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,66.35,number,Kilotonnes of CO2 equivalent,
2010,Auckland,Auckland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,61.45,number,Kilotonnes of CO2 equivalent,
2011,Auckland,Auckland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,60,number,Kilotonnes of CO2 equivalent,
2012,Auckland,Auckland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,69.36,number,Kilotonnes of CO2 equivalent,
2013,Auckland,Auckland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,75.52,number,Kilotonnes of CO2 equivalent,
2014,Auckland,Auckland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,68.81,number,Kilotonnes of CO2 equivalent,
2015,Auckland,Auckland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,65.06,number,Kilotonnes of CO2 equivalent,
2016,Auckland,Auckland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,71.1,number,Kilotonnes of CO2 equivalent,
2017,Auckland,Auckland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,63.22,number,Kilotonnes of CO2 equivalent,
2018,Auckland,Auckland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,70.05,number,Kilotonnes of CO2 equivalent,
2007,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,123.8,number,Kilotonnes of CO2 equivalent,
2008,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,108.07,number,Kilotonnes of CO2 equivalent,
2009,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,111.56,number,Kilotonnes of CO2 equivalent,
2010,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,145.51,number,Kilotonnes of CO2 equivalent,
2011,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,154.14,number,Kilotonnes of CO2 equivalent,
2012,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,142.52,number,Kilotonnes of CO2 equivalent,
2013,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,153.06,number,Kilotonnes of CO2 equivalent,
2014,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,150.85,number,Kilotonnes of CO2 equivalent,
2015,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,154.87,number,Kilotonnes of CO2 equivalent,
2016,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,149.56,number,Kilotonnes of CO2 equivalent,
2017,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,175.17,number,Kilotonnes of CO2 equivalent,
2018,Bay of Plenty,Bay of Plenty Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,161.49,number,Kilotonnes of CO2 equivalent,
2007,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,431.4,number,Kilotonnes of CO2 equivalent,
2008,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,361.36,number,Kilotonnes of CO2 equivalent,
2009,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,398.78,number,Kilotonnes of CO2 equivalent,
2010,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,459,number,Kilotonnes of CO2 equivalent,
2011,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,445.72,number,Kilotonnes of CO2 equivalent,
2012,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,374.27,number,Kilotonnes of CO2 equivalent,
2013,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,322.28,number,Kilotonnes of CO2 equivalent,
2014,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,328.19,number,Kilotonnes of CO2 equivalent,
2015,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,284.35,number,Kilotonnes of CO2 equivalent,
2016,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,219.79,number,Kilotonnes of CO2 equivalent,
2017,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,200.62,number,Kilotonnes of CO2 equivalent,
2018,Canterbury,Canterbury Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,222,number,Kilotonnes of CO2 equivalent,
2007,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,28.03,number,Kilotonnes of CO2 equivalent,
2008,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,35.32,number,Kilotonnes of CO2 equivalent,
2009,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,39.97,number,Kilotonnes of CO2 equivalent,
2010,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,54.87,number,Kilotonnes of CO2 equivalent,
2011,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,61.23,number,Kilotonnes of CO2 equivalent,
2012,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,64.92,number,Kilotonnes of CO2 equivalent,
2013,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,68.32,number,Kilotonnes of CO2 equivalent,
2014,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,65.15,number,Kilotonnes of CO2 equivalent,
2015,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,71.42,number,Kilotonnes of CO2 equivalent,
2016,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,77.5,number,Kilotonnes of CO2 equivalent,
2017,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,64.85,number,Kilotonnes of CO2 equivalent,
2018,Gisborne,Gisborne Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,72.78,number,Kilotonnes of CO2 equivalent,
2007,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,59.5,number,Kilotonnes of CO2 equivalent,
2008,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,52.45,number,Kilotonnes of CO2 equivalent,
2009,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,49.1,number,Kilotonnes of CO2 equivalent,
2010,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,65.64,number,Kilotonnes of CO2 equivalent,
2011,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,60.05,number,Kilotonnes of CO2 equivalent,
2012,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,62.64,number,Kilotonnes of CO2 equivalent,
2013,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,65.39,number,Kilotonnes of CO2 equivalent,
2014,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,72.89,number,Kilotonnes of CO2 equivalent,
2015,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,69.47,number,Kilotonnes of CO2 equivalent,
2016,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,71.83,number,Kilotonnes of CO2 equivalent,
2017,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,72.87,number,Kilotonnes of CO2 equivalent,
2018,Hawke's Bay,Hawke's Bay Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,68.33,number,Kilotonnes of CO2 equivalent,
2007,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,41.02,number,Kilotonnes of CO2 equivalent,
2008,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,43.86,number,Kilotonnes of CO2 equivalent,
2009,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,45.85,number,Kilotonnes of CO2 equivalent,
2010,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,61.77,number,Kilotonnes of CO2 equivalent,
2011,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,65.68,number,Kilotonnes of CO2 equivalent,
2012,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,68.05,number,Kilotonnes of CO2 equivalent,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,76.54,number,Kilotonnes of CO2 equivalent,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,81.93,number,Kilotonnes of CO2 equivalent,
2015,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,79.26,number,Kilotonnes of CO2 equivalent,
2016,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,64.22,number,Kilotonnes of CO2 equivalent,
2017,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,85.12,number,Kilotonnes of CO2 equivalent,
2018,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,73.08,number,Kilotonnes of CO2 equivalent,
2007,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,34.41,number,Kilotonnes of CO2 equivalent,
2008,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,53.95,number,Kilotonnes of CO2 equivalent,
2009,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,51.65,number,Kilotonnes of CO2 equivalent,
2010,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,66.26,number,Kilotonnes of CO2 equivalent,
2011,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,66.16,number,Kilotonnes of CO2 equivalent,
2012,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,55.7,number,Kilotonnes of CO2 equivalent,
2013,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,52.83,number,Kilotonnes of CO2 equivalent,
2014,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,56.55,number,Kilotonnes of CO2 equivalent,
2015,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,61.06,number,Kilotonnes of CO2 equivalent,
2016,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,70.74,number,Kilotonnes of CO2 equivalent,
2017,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,81.4,number,Kilotonnes of CO2 equivalent,
2018,Marlborough,Marlborough Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,90,number,Kilotonnes of CO2 equivalent,
2007,Northland,Northland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,63.51,number,Kilotonnes of CO2 equivalent,
2008,Northland,Northland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,56.99,number,Kilotonnes of CO2 equivalent,
2009,Northland,Northland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,73.99,number,Kilotonnes of CO2 equivalent,
2010,Northland,Northland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,85.31,number,Kilotonnes of CO2 equivalent,
2011,Northland,Northland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,77.69,number,Kilotonnes of CO2 equivalent,
2012,Northland,Northland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,78.77,number,Kilotonnes of CO2 equivalent,
2013,Northland,Northland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,91.09,number,Kilotonnes of CO2 equivalent,
2014,Northland,Northland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,85.25,number,Kilotonnes of CO2 equivalent,
2015,Northland,Northland Region,"Forestry, fishing, and mining","A03,A04,A05,B06,B07,B08,B09,B10",Greenhouse gas emissions,Carbon dioxide equivalents,92.17,number,Kilotonnes of CO2 equivalent,
