Year,Measure,Language group,Language,Language Code,Gender,Age group,Value,Value Unit,Value Label,Null Reason
2018,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,40-*,320,number,Number of students,
2019,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,40-*,295,number,Number of students,
2010,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,40-*,40,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,40-*,35,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,40-*,55,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,40-*,60,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,40-*,65,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,40-*,90,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,40-*,85,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,40-*,80,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,40-*,110,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,40-*,105,number,Equivalent full-time students,
2010,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,Total,2775,number,Number of students,
2011,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,Total,2340,number,Number of students,
2012,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,Total,2015,number,Number of students,
2013,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,Total,1725,number,Number of students,
2014,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,Total,2105,number,Number of students,
2015,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,Total,2690,number,Number of students,
2016,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,Total,2945,number,Number of students,
2017,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,Total,2720,number,Number of students,
2018,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,Total,2900,number,Number of students,
2019,Non-formal students in language courses,New Zealand,English as a second language,ESOL,Total,Total,3585,number,Number of students,
2010,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,Total,535,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,Total,410,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,Total,360,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,Total,330,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,Total,460,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,Total,625,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,Total,695,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,Total,545,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,Total,740,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,New Zealand,English as a second language,ESOL,Total,Total,835,number,Equivalent full-time students,
2010,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,80,number,Number of students,
2011,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,80,number,Number of students,
2012,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,25,number,Number of students,
2013,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,30,number,Number of students,
2014,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,35,number,Number of students,
2015,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,35,number,Number of students,
2016,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,25,number,Number of students,
2017,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,20,number,Number of students,
2018,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,20,number,Number of students,
2019,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,25,number,Number of students,
2010,Non-formal EFTS in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,15,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,10,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,5,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,5,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,5,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,10,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,5,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,5,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,5,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,*-17,5,number,Equivalent full-time students,
2010,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,18-24,350,number,Number of students,
2011,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,18-24,320,number,Number of students,
2012,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,18-24,270,number,Number of students,
2013,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,18-24,230,number,Number of students,
2014,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,18-24,265,number,Number of students,
2015,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,18-24,270,number,Number of students,
2016,Non-formal students in language courses,New Zealand,Te Reo Māori,Te Reo Māori,Female,18-24,310,number,Number of students,
